District,Year,Soil_pH,Organic_Carbon(%),Nitrogen(kg/ha),Phosphorus(kg/ha),Potassium(kg/ha),Yield_t_per_ha,crop,avg_temp,avg_humidity,total_rainfall,Rice_Variety,Humidity(%),Irrigation_Type,Fertilizer_Use(kg/ha),Pesticide_Use(kg/ha),Sowing_Date,Harvest_Date,Yield(kg/ha)
Katihar,2004,6.49,0.787,370.2,17.45,224.7,5.423,rice,26.64,81.8,1397.5,MTU-1010,73.2,Borewell,197,2.24,26-06-2004,17-10-2004,3853
Katihar,2005,6.57,0.779,376.1,17.45,222.9,5.294,rice,27.2,80.99,1106.1,Sona Masuri,63.4,Canal,178,4.48,24-06-2005,15-10-2005,3407
Katihar,2006,6.53,0.782,363.8,17.72,217.1,5.225,rice,27.31,81.57,981.3,MTU-1010,77.9,Canal,153,4.57,28-06-2006,05-11-2006,3609
Katihar,2007,6.57,0.774,364.6,15.62,214,5.639,rice,27.17,82.68,1716.8,IR64,71.5,Rainfed,156,2.34,29-06-2007,17-10-2007,3732
Katihar,2008,6.58,0.737,373.5,17.45,213.7,5.204,rice,26.97,82.52,1423.9,Sharbati,64.2,Borewell,153,3.39,26-06-2008,15-10-2008,3568
Katihar,2009,6.64,0.744,365.7,17.25,214.5,5.311,rice,27.36,81.15,1308.6,IR64,68.8,Borewell,172,3.32,15-06-2009,03-10-2009,3512
Katihar,2010,6.61,0.755,347.7,15.43,215.6,5.386,rice,27.5,82.55,1160.9,MTU-1010,70.2,Borewell,183,3.09,27-06-2010,30-10-2010,3371
Katihar,2011,6.65,0.756,354.9,17.49,213.3,5.217,rice,26.99,82.58,1335.4,Swarna,73.5,Rainfed,233,1.61,17-06-2011,15-10-2011,3533
Katihar,2012,6.64,0.779,346.4,17.39,205.2,5.323,rice,27.17,80.1,1006.6,MTU-1010,88.3,Canal,144,3.34,21-06-2012,09-10-2012,3458
Katihar,2013,6.64,0.745,366.2,16.82,204.4,5.465,rice,26.84,82.52,1036.5,MTU-1010,89.2,Canal,173,4.48,27-06-2013,27-10-2013,3393
Katihar,2014,6.71,0.788,368.8,17.3,226.7,5.722,rice,27.07,81.96,1124.5,IR64,69.7,Canal,210,2.11,20-06-2014,25-10-2014,3489
Katihar,2015,6.71,0.77,370.4,17.75,209.5,5.482,rice,27.39,81.7,1213.6,MTU-1010,62.3,Canal,188,2.36,17-06-2015,17-10-2015,3612
Katihar,2016,6.76,0.793,383.4,17.67,221.6,5.539,rice,27.37,81.99,1209.5,Swarna Sub1,62.7,Rainfed,219,3.37,29-06-2016,27-10-2016,3738
Katihar,2017,6.67,0.784,384.6,18.76,217.8,5.635,rice,27.23,83.6,1374.5,MTU-1010,87.9,Borewell,154,4.71,26-06-2017,28-10-2017,3539
Katihar,2018,6.7,0.804,381,18.59,226,5.761,rice,27.49,80.07,960.3,Swarna,72.9,Rainfed,222,4.38,25-06-2018,21-10-2018,3388
Katihar,2019,6.72,0.814,373.5,19.66,230,5.661,rice,27.61,82.01,1591.9,Sharbati,67.9,Canal,186,4.86,16-06-2019,18-10-2019,3808
Katihar,2020,6.67,0.806,392.9,18.29,217.4,5.726,rice,27.45,82.43,1915.7,Sharbati,75.5,Borewell,152,3.03,19-06-2020,08-10-2020,3945
Khagaria,2000,5.95,0.604,284.7,15.18,251.1,4.62,rice,27.46,77.84,1249.7,IR64,73.2,Borewell,191,3.5,17-06-2000,17-10-2000,3548
Khagaria,2001,6.03,0.59,272.1,13.95,261.6,4.871,rice,27.25,81.64,1085.3,Sharbati,60.4,Canal,194,2.53,20-06-2001,19-10-2001,3286
Khagaria,2002,6.08,0.593,276.4,13.4,257,4.68,rice,27.11,80.91,1039.4,Sharbati,80.4,Canal,200,3.79,25-06-2002,14-10-2002,3228
Khagaria,2003,6.11,0.581,281.3,13.68,262,4.614,rice,27.14,81.04,1246.6,Sona Masuri,78.9,Canal,193,1.78,15-06-2003,18-10-2003,3453
Khagaria,2004,6.2,0.609,259.9,12.21,258.6,4.633,rice,26.98,80.21,1290.6,IR64,67.9,Canal,146,4.88,16-06-2004,15-10-2004,3198
Khagaria,2005,6.24,0.574,269.2,12.9,248.5,4.834,rice,27.7,77.8,836.7,Sharbati,79.3,Rainfed,184,3.77,17-06-2005,09-10-2005,3009
Khagaria,2006,6.25,0.568,262.9,12.45,245.8,4.76,rice,27.58,79.96,1063.2,Sona Masuri,63.7,Borewell,179,3.18,23-06-2006,16-10-2006,3060
Khagaria,2007,6.31,0.568,264.1,13,251.2,5.032,rice,27.53,80.66,1600,Swarna Sub1,60.6,Rainfed,218,1.99,26-06-2007,26-10-2007,3515
Khagaria,2008,6.34,0.57,261,13.74,255.1,4.886,rice,27.35,81.04,1297.3,MTU-1010,85.6,Canal,130,1.66,21-06-2008,17-10-2008,3063
Khagaria,2009,6.34,0.565,271.4,13.2,250.4,4.667,rice,27.78,78.07,1201.4,Sharbati,77.1,Canal,163,2.9,21-06-2009,10-10-2009,3430
Khagaria,2010,6.38,0.557,246.1,13.12,250.9,4.42,rice,28.19,79.09,1030.8,MTU-1010,77,Canal,206,4.89,17-06-2010,23-10-2010,3259
Khagaria,2011,6.41,0.552,261.7,13.12,253.5,4.971,rice,27.4,80.52,1276.2,IR64,83.2,Borewell,200,2.09,17-06-2011,21-10-2011,3402
Khagaria,2012,6.49,0.571,267.5,12.83,252.2,4.676,rice,27.69,76.91,962.1,Sharbati,87.5,Canal,197,1.01,26-06-2012,01-11-2012,3317
Khagaria,2013,6.53,0.588,268.1,13.49,251.4,4.415,rice,27.08,81.04,1051.5,MTU-1010,86.6,Borewell,215,2.97,23-06-2013,15-10-2013,3275
Khagaria,2014,6.54,0.582,268.1,14.3,250.5,4.729,rice,27.38,80.43,1080.7,Sona Masuri,61.8,Canal,179,1.62,15-06-2014,14-10-2014,3168
Khagaria,2015,6.54,0.591,271.5,13.97,259.2,4.772,rice,27.96,78.46,1145.4,Swarna,79.7,Rainfed,126,1.59,24-06-2015,01-11-2015,3112
Khagaria,2016,6.57,0.61,258.8,14.09,251.4,4.936,rice,27.75,79.93,1233.5,MTU-1010,78,Canal,185,1.1,28-06-2016,27-10-2016,3254
Khagaria,2017,6.56,0.603,289.5,13.04,249.8,4.793,rice,27.78,80.8,1387.6,IR64,77,Borewell,194,4.96,25-06-2017,27-10-2017,3412
Khagaria,2018,6.65,0.607,276.6,13.84,253.1,5.01,rice,28.07,77.67,909.9,Sharbati,61.4,Rainfed,182,4.57,29-06-2018,31-10-2018,3173
Khagaria,2019,6.69,0.632,272.1,14.79,255.7,4.792,rice,28.36,79.04,1391,IR64,87.1,Borewell,255,1.92,15-06-2019,15-10-2019,3470
Khagaria,2020,6.66,0.637,289.4,14,261.6,5.28,rice,27.85,80.8,1387.6,MTU-1010,88.6,Borewell,168,2.96,16-06-2020,08-10-2020,3264
Kishanganj,2000,6.21,0.906,326.6,20.58,205.4,4.982,rice,26.9,81.59,1700.2,Swarna,71.3,Borewell,216,2.62,22-06-2000,28-10-2000,4069
Kishanganj,2001,6.31,0.868,324.6,21.7,204,5.169,rice,26.94,83.16,1311.4,MTU-1010,76.2,Borewell,156,3.13,18-06-2001,10-10-2001,3463
Kishanganj,2002,6.31,0.869,314.4,20.38,209.5,5.117,rice,26.49,83.52,1679,Sona Masuri,89.6,Rainfed,187,1.69,22-06-2002,14-10-2002,3800
Kishanganj,2003,6.32,0.86,326.2,21.18,203,5.095,rice,26.44,84.96,1869.2,Swarna Sub1,61.6,Borewell,165,4.35,24-06-2003,19-10-2003,3815
Kishanganj,2004,6.4,0.853,313.7,21.31,203.8,4.972,rice,26.43,82.06,1592.6,IR64,79.5,Canal,198,2.44,24-06-2004,31-10-2004,3895
Kishanganj,2005,6.39,0.856,327.9,18.89,199.3,4.909,rice,26.88,82.36,1666,IR64,74.7,Borewell,147,2.38,21-06-2005,22-10-2005,3697
Kishanganj,2006,6.42,0.846,309.2,19.89,196.6,5.037,rice,27.12,81.93,1381.5,Sharbati,89.6,Borewell,160,3.46,21-06-2006,26-10-2006,3467
Kishanganj,2007,6.43,0.853,316.9,20.89,186.3,5.209,rice,26.88,83.34,1924.3,MTU-1010,65.4,Canal,235,3.52,17-06-2007,17-10-2007,3956
Kishanganj,2008,6.52,0.83,309.4,20.02,205.6,5.483,rice,26.8,82.8,1707,Sona Masuri,73.7,Borewell,156,1.94,20-06-2008,11-10-2008,3653
Kishanganj,2009,6.47,0.86,300.4,20.79,199.4,4.988,rice,27.15,82.1,1635.1,MTU-1010,65,Borewell,174,3.24,18-06-2009,13-10-2009,3628
Kishanganj,2010,6.56,0.829,310.5,20.09,199.7,5.159,rice,27.11,83.37,1656.4,IR64,84.2,Borewell,172,4.88,19-06-2010,10-10-2010,3701
Kishanganj,2011,6.56,0.848,313.2,20.65,190.1,5.004,rice,26.73,83.11,1792.3,IR64,65.7,Rainfed,166,4.58,30-06-2011,04-11-2011,3650
Kishanganj,2012,6.56,0.838,317.3,21,194.7,5.45,rice,26.78,81.13,1331.8,IR64,73.7,Canal,184,4.85,19-06-2012,10-10-2012,3535
Kishanganj,2013,6.64,0.853,306.8,21.64,196.8,5.259,rice,26.7,82.97,1270,Swarna Sub1,85.7,Borewell,165,4.59,29-06-2013,27-10-2013,3393
Kishanganj,2014,6.6,0.849,304.1,21.05,194,5.777,rice,26.86,82.61,1518,IR64,88.5,Canal,173,3.31,22-06-2014,21-10-2014,3591
Kishanganj,2015,6.59,0.852,322.4,21.92,200.6,5.37,rice,27.05,82.49,1613.8,MTU-1010,75.3,Borewell,219,2.88,19-06-2015,27-10-2015,3574
Kishanganj,2016,6.58,0.865,312.2,19.34,202.5,4.874,rice,27.13,82.84,1448.3,Swarna Sub1,73.7,Borewell,235,3.46,23-06-2016,21-10-2016,3530
Kishanganj,2017,6.61,0.874,316.6,21.33,205.1,5.482,rice,26.86,84.11,1533.9,Swarna,76.2,Canal,141,2,27-06-2017,18-10-2017,3734
Kishanganj,2018,6.69,0.897,325.7,21.42,207.9,5.423,rice,27.04,80.86,1112.6,Sona Masuri,87.7,Rainfed,179,1.9,21-06-2018,15-10-2018,3429
Kishanganj,2019,6.66,0.89,321.6,21.67,205.8,5.266,rice,27.1,83.1,1804.5,Sona Masuri,71.5,Canal,223,3.29,17-06-2019,17-10-2019,3784
Kishanganj,2020,6.66,0.888,338.4,21.56,202.7,5.557,rice,26.95,83.11,2120.2,Swarna Sub1,77.1,Canal,187,3.54,27-06-2020,16-10-2020,3862
Lakhisarai,2000,6.99,0.575,348.4,11.04,209.3,5.042,rice,27.3,77.69,1106.6,IR64,78.5,Borewell,175,3.83,19-06-2000,14-10-2000,3446
Lakhisarai,2001,6.97,0.57,349.7,11.61,211.8,4.604,rice,27.26,80.72,877.1,Swarna Sub1,64.9,Canal,208,1.59,30-06-2001,03-11-2001,3307
Lakhisarai,2002,6.93,0.57,335.4,10.11,225.1,5.312,rice,27.16,79.62,794.4,MTU-1010,88.4,Canal,166,1.12,18-06-2002,19-10-2002,3190
Lakhisarai,2003,6.97,0.548,335.8,10.84,223.7,5.118,rice,27.28,79.8,1210.7,IR64,71,Borewell,129,1.78,26-06-2003,03-11-2003,3406
Lakhisarai,2004,6.97,0.558,325.8,11.21,211.3,4.591,rice,26.97,78.97,1110.5,IR64,76.8,Canal,143,4.78,24-06-2004,31-10-2004,3165
Lakhisarai,2005,6.88,0.531,337.7,10.64,213,5.371,rice,27.71,76.62,894.2,IR64,80.5,Rainfed,180,1.36,19-06-2005,19-10-2005,3252
Lakhisarai,2006,6.89,0.536,334.2,9.9,211,4.731,rice,27.58,78.67,889.8,Sona Masuri,76.4,Borewell,218,2.67,16-06-2006,16-10-2006,3222
Lakhisarai,2007,6.96,0.524,346.3,10.41,215.9,4.998,rice,27.5,79.7,1408.3,Sona Masuri,69,Rainfed,208,4.53,30-06-2007,04-11-2007,3314
Lakhisarai,2008,6.91,0.52,329.3,10.64,204,4.963,rice,27.41,79.46,1083.4,MTU-1010,84.1,Canal,149,3.71,25-06-2008,02-11-2008,3340
Lakhisarai,2009,6.88,0.544,325.9,11.57,206.4,5.078,rice,27.87,76.06,924,Sharbati,70.3,Rainfed,184,2.42,25-06-2009,31-10-2009,3058
Lakhisarai,2010,6.85,0.512,326.6,11.55,207.8,5.225,rice,28.49,76.86,856.2,MTU-1010,70.1,Canal,126,4.76,21-06-2010,17-10-2010,3184
Lakhisarai,2011,6.91,0.539,327,12.27,205.2,4.897,rice,27.45,79.56,1103,Sharbati,86.7,Canal,212,2.09,24-06-2011,22-10-2011,3185
Lakhisarai,2012,6.84,0.553,336.7,10.17,217.3,5.204,rice,27.65,75.9,856.4,MTU-1010,66.7,Rainfed,139,4.18,16-06-2012,19-10-2012,2980
Lakhisarai,2013,6.93,0.522,330.6,10.15,199.6,5.204,rice,26.96,80.93,848.2,IR64,67.8,Borewell,127,4.49,20-06-2013,22-10-2013,3168
Lakhisarai,2014,6.86,0.551,354.2,10.32,210.6,5.137,rice,27.33,79.33,967,MTU-1010,75.2,Canal,169,2.38,15-06-2014,14-10-2014,3178
Lakhisarai,2015,6.89,0.545,332.9,11.53,217,4.726,rice,28.03,76.84,912.6,IR64,64.9,Borewell,186,2.46,20-06-2015,14-10-2015,3069
Lakhisarai,2016,6.82,0.573,343.7,10.16,215.4,5.167,rice,27.77,79.08,1032.6,Swarna Sub1,84.9,Canal,144,2.93,25-06-2016,30-10-2016,3298
Lakhisarai,2017,6.88,0.552,336.4,11.07,217.5,5.232,rice,27.7,80.07,1204.8,Sona Masuri,81.3,Rainfed,217,3.13,16-06-2017,12-10-2017,3440
Lakhisarai,2018,6.81,0.576,354.4,11.32,220.6,5.191,rice,27.98,76.56,1071.8,Sona Masuri,65.9,Rainfed,146,2.78,17-06-2018,12-10-2018,3144
Lakhisarai,2019,6.82,0.578,358.4,10.92,216,5.137,rice,28.38,78.19,1316.8,Sharbati,81.9,Canal,149,3.82,28-06-2019,23-10-2019,3348
Lakhisarai,2020,6.85,0.582,354.8,11.52,228.4,5.499,rice,27.65,81.01,1595.5,Swarna,67.9,Canal,167,1.49,28-06-2020,17-10-2020,3611
Madhepura,2000,6.22,0.597,343.5,14.5,241.8,5.022,rice,27.13,79.31,1433.6,Sharbati,77.8,Borewell,190,4.02,25-06-2000,29-10-2000,3673
Madhepura,2001,6.21,0.589,343.7,15.38,245.2,4.954,rice,26.98,82.15,1173.8,Swarna Sub1,88.2,Borewell,203,4.54,22-06-2001,20-10-2001,3537
Madhepura,2002,6.24,0.586,341.4,16.5,254.2,4.713,rice,26.73,82.27,1237.2,Swarna Sub1,75.6,Borewell,140,1.22,16-06-2002,23-10-2002,3326
Madhepura,2003,6.34,0.583,353.1,14.74,253.5,4.768,rice,26.64,83.04,1461.2,MTU-1010,78.1,Canal,227,4.64,27-06-2003,27-10-2003,3407
Madhepura,2004,6.41,0.591,328.6,15.15,249,5.092,rice,26.61,81.03,1269.5,Swarna,63,Borewell,180,1.55,26-06-2004,26-10-2004,3416
Madhepura,2005,6.38,0.581,341.1,15.59,235.3,4.739,rice,27.27,79.5,982.3,IR64,89.3,Borewell,169,1.01,15-06-2005,16-10-2005,3182
Madhepura,2006,6.42,0.588,346.2,16.03,243.6,5.059,rice,27.3,80.48,1031.4,MTU-1010,87,Canal,256,1.49,30-06-2006,07-11-2006,3583
Madhepura,2007,6.43,0.569,325,14.33,242.6,4.892,rice,27.09,82.14,1630.6,Sharbati,65.1,Canal,171,1.49,29-06-2007,25-10-2007,3698
Madhepura,2008,6.49,0.571,331.8,15.69,239.1,4.972,rice,26.88,82.71,1367.5,MTU-1010,74.9,Borewell,99,2.07,22-06-2008,17-10-2008,3301
Madhepura,2009,6.48,0.564,333.5,14.63,238.4,4.766,rice,27.33,80.15,1258.4,Sharbati,79.8,Borewell,170,3.65,26-06-2009,27-10-2009,3428
Madhepura,2010,6.51,0.544,336.6,15.94,240.1,5.215,rice,27.61,80.74,1204.1,Sona Masuri,76,Canal,162,2.5,16-06-2010,13-10-2010,3441
Madhepura,2011,6.54,0.593,327.2,15.41,236.3,5.019,rice,26.92,82.03,1402.2,MTU-1010,82.9,Canal,148,3.71,16-06-2011,19-10-2011,3525
Madhepura,2012,6.59,0.568,345.9,15.52,242.3,4.791,rice,27.13,78.79,1121.3,IR64,81.5,Canal,218,2.23,28-06-2012,05-11-2012,3409
Madhepura,2013,6.59,0.575,329.4,14.83,258.6,4.912,rice,26.76,82.32,1347.7,Sona Masuri,73.5,Borewell,139,3.79,19-06-2013,26-10-2013,3410
Madhepura,2014,6.55,0.576,336.5,16.01,247.7,5.095,rice,27,81.51,1118.9,MTU-1010,81.6,Rainfed,197,4.2,18-06-2014,18-10-2014,3263
Madhepura,2015,6.59,0.594,332.5,15.2,240.8,4.8,rice,27.53,79.97,1097.9,Swarna,75.7,Canal,173,4.43,19-06-2015,14-10-2015,3410
Madhepura,2016,6.66,0.604,349.9,15.84,252.9,4.764,rice,27.27,81.85,1468.4,MTU-1010,76.3,Borewell,172,1.74,23-06-2016,14-10-2016,3468
Madhepura,2017,6.67,0.606,349.7,16.24,244.2,4.825,rice,27.21,82.58,1328,IR64,63.9,Borewell,194,1.6,24-06-2017,29-10-2017,3399
Madhepura,2018,6.63,0.617,352.8,14.96,246.1,4.988,rice,27.44,79.05,927.4,Sharbati,69.7,Rainfed,174,4.77,19-06-2018,17-10-2018,3205
Madhepura,2019,6.65,0.605,338.6,15.52,254.4,4.884,rice,27.7,80.36,1457.2,MTU-1010,80.5,Canal,205,2.83,17-06-2019,10-10-2019,3592
Madhepura,2020,6.67,0.636,342.1,16.13,261.9,5.098,rice,27.33,81.29,1673.9,Swarna,86.9,Rainfed,183,3.19,29-06-2020,19-10-2020,3737
Madhubani,2000,7.53,0.57,241.5,16.49,212.5,4.424,rice,26.99,77.93,1602.6,Sona Masuri,88.6,Rainfed,176,1.34,30-06-2000,22-10-2000,3380
Madhubani,2001,7.45,0.586,239,17.15,204.8,4.863,rice,26.95,80.28,1245.6,IR64,81.6,Borewell,174,3.95,16-06-2001,13-10-2001,3251
Madhubani,2002,7.45,0.573,253.6,15.45,213.4,4.605,rice,26.81,79.89,1010.8,Sona Masuri,81.4,Borewell,234,3.06,18-06-2002,11-10-2002,3078
Madhubani,2003,7.37,0.564,249,16.56,200.6,4.537,rice,26.58,81.38,1267.9,IR64,84,Canal,177,4.74,22-06-2003,25-10-2003,3141
Madhubani,2004,7.35,0.558,253,16.17,196.2,4.96,rice,26.53,79.84,1173.5,MTU-1010,70.7,Canal,184,2.17,20-06-2004,22-10-2004,3167
Madhubani,2005,7.27,0.554,237.4,17.44,198.3,4.745,rice,27.34,77.23,859.8,Sharbati,64.7,Canal,201,1.63,23-06-2005,29-10-2005,3122
Madhubani,2006,7.25,0.535,244,17.33,199.6,4.861,rice,27.28,78.91,1172,Swarna,78.1,Borewell,177,4.28,25-06-2006,21-10-2006,3165
Madhubani,2007,7.13,0.541,237.6,15.3,208,4.775,rice,27.03,80.7,1650.2,Sona Masuri,82.2,Rainfed,222,3.29,16-06-2007,12-10-2007,3445
Madhubani,2008,7.17,0.532,223.5,14.97,206.2,4.404,rice,26.88,80.98,1307.6,MTU-1010,73.8,Rainfed,177,3.96,19-06-2008,14-10-2008,3158
Madhubani,2009,7.13,0.527,251.6,16.41,196.1,5.062,rice,27.41,77.83,1249.1,Sona Masuri,78.6,Canal,165,1.81,21-06-2009,28-10-2009,3230
Madhubani,2010,7.1,0.536,225.5,16.57,195.9,4.636,rice,27.59,79.12,1060.6,Swarna,78.8,Rainfed,158,2.26,15-06-2010,09-10-2010,2997
Madhubani,2011,7.09,0.536,234.3,16.28,196.4,4.954,rice,26.94,80.3,1462.6,Swarna,76,Borewell,189,3.63,26-06-2011,31-10-2011,3388
Madhubani,2012,7.09,0.539,236.6,16.08,204.8,5.236,rice,27.13,76.9,1093.1,Swarna,84.3,Borewell,121,4.68,23-06-2012,19-10-2012,2984
Madhubani,2013,7.08,0.557,266.8,16.5,206,5.072,rice,26.66,81.21,1320,Swarna Sub1,70.6,Borewell,173,2.53,30-06-2013,24-10-2013,3558
Madhubani,2014,7,0.55,239.9,16.73,203.7,4.954,rice,26.9,80.73,997.2,Swarna Sub1,60.5,Rainfed,206,3.99,15-06-2014,18-10-2014,3411
Madhubani,2015,7.05,0.57,244.5,15.8,213.1,5.109,rice,27.64,77.84,942.7,IR64,79.4,Borewell,182,2.07,19-06-2015,23-10-2015,3131
Madhubani,2016,6.95,0.565,249.1,17.09,213.3,5.053,rice,27.15,80.77,1333.3,IR64,80.7,Canal,185,3.74,24-06-2016,30-10-2016,3196
Madhubani,2017,7,0.576,244.2,16.38,209.6,5.006,rice,27.32,80.52,1509.4,Sona Masuri,70.9,Canal,169,2.63,23-06-2017,29-10-2017,3439
Madhubani,2018,6.91,0.578,252,16.49,209.6,5.138,rice,27.58,76.86,961,IR64,85.2,Borewell,175,3.53,26-06-2018,16-10-2018,3091
Madhubani,2019,6.93,0.573,250.6,17.45,222.8,5.196,rice,27.84,77.96,1613.2,Swarna Sub1,63.6,Rainfed,189,2.23,30-06-2019,03-11-2019,3266
Madhubani,2020,6.9,0.594,257.3,17.11,217.5,4.946,rice,27.38,78.8,1708.7,Swarna,64.7,Canal,209,1.51,26-06-2020,31-10-2020,3567
Munger,2000,7.37,0.63,378.2,12.21,168.6,5.24,rice,27.44,78.05,1249.7,Sharbati,72.6,Canal,159,1.19,26-06-2000,23-10-2000,3550
Munger,2001,7.33,0.634,386.3,11.84,173.1,5.404,rice,27.25,81.75,1085.3,Swarna Sub1,74.6,Borewell,141,4.11,25-06-2001,14-10-2001,3446
Munger,2002,7.28,0.621,357,11.9,166.2,4.98,rice,27.09,81.04,1039.4,MTU-1010,70,Borewell,133,1.15,29-06-2002,03-11-2002,3330
Munger,2003,7.22,0.61,372.2,12.73,166.4,5.274,rice,27.17,80.99,1246.6,Swarna Sub1,65,Borewell,209,1.98,15-06-2003,20-10-2003,3559
Munger,2004,7.16,0.611,368.9,12.84,166.6,5.534,rice,26.97,80.37,1290.6,Sona Masuri,81.4,Canal,179,1.13,25-06-2004,31-10-2004,3578
Munger,2005,7.13,0.598,369.5,13.46,173,5.327,rice,27.68,77.89,836.7,Swarna,68.6,Borewell,179,2.52,16-06-2005,08-10-2005,3288
Munger,2006,7.09,0.585,363,11.77,162.5,5.321,rice,27.58,79.96,1063.2,Sharbati,63.7,Borewell,214,1.02,16-06-2006,19-10-2006,3401
Munger,2007,7.13,0.61,361.2,12.98,168.4,5.324,rice,27.55,80.71,1600,Sona Masuri,77.4,Canal,161,1.48,25-06-2007,21-10-2007,3614
Munger,2008,7.13,0.586,380.8,12.24,169.7,5.416,rice,27.35,81,1297.3,Swarna,61.3,Canal,157,3.24,23-06-2008,17-10-2008,3485
Munger,2009,7.13,0.599,343.5,13,164.5,5.32,rice,27.78,78.09,1201.4,Swarna,85.8,Rainfed,170,1.8,21-06-2009,11-10-2009,3411
Munger,2010,7.02,0.591,349.3,11.89,164,5.667,rice,28.2,79.22,1030.8,Swarna Sub1,70.3,Rainfed,215,4.77,24-06-2010,18-10-2010,3287
Munger,2011,7.09,0.593,357.9,11.61,173.7,5.267,rice,27.4,80.5,1276.2,Swarna,78.8,Canal,221,3.73,17-06-2011,09-10-2011,3622
Munger,2012,7,0.609,355.9,11.97,158.9,5.51,rice,27.69,76.97,962.1,IR64,79.7,Borewell,222,4.82,30-06-2012,27-10-2012,3440
Munger,2013,7.06,0.614,374.7,11.42,171.1,5.243,rice,27.06,81.17,1051.5,MTU-1010,78.8,Canal,237,3.81,19-06-2013,09-10-2013,3405
Munger,2014,6.98,0.621,366.7,11.06,163.1,5.191,rice,27.38,80.46,1080.7,MTU-1010,63.5,Canal,137,2.9,29-06-2014,24-10-2014,3427
Munger,2015,6.99,0.641,379.6,10.77,180.8,5.672,rice,27.96,78.5,1145.4,IR64,77.3,Canal,166,3.8,21-06-2015,10-10-2015,3291
Munger,2016,6.91,0.625,380.3,12.82,165.8,5.61,rice,27.74,79.95,1233.5,Sona Masuri,77.9,Borewell,179,1.74,24-06-2016,28-10-2016,3465
Munger,2017,6.88,0.632,383.5,12.49,172,5.691,rice,27.73,82.14,1384.9,Sharbati,63.3,Rainfed,197,3.62,27-06-2017,19-10-2017,3614
Munger,2018,6.96,0.655,384.2,13.43,180.7,5.627,rice,28.02,79,882.8,Swarna Sub1,77.5,Canal,194,3.94,17-06-2018,20-10-2018,3363
Munger,2019,6.93,0.646,370.3,11.9,175.9,5.598,rice,28.29,80.26,1374.2,Swarna,64.6,Rainfed,195,4,18-06-2019,13-10-2019,3515
Munger,2020,6.96,0.655,390.9,13.62,177.6,5.716,rice,27.77,82.37,1428.3,MTU-1010,84.1,Rainfed,184,3.17,20-06-2020,08-10-2020,3630
Muzaffarpur,2000,7.09,0.478,334.8,14.27,131.9,4.793,rice,27.27,76.89,1385.7,Swarna Sub1,63.8,Canal,198,3.97,19-06-2000,09-10-2000,3547
Muzaffarpur,2001,7.14,0.455,340.6,15.54,143.3,4.532,rice,27.14,80.46,1230.9,Sona Masuri,72.8,Canal,160,2.7,20-06-2001,08-10-2001,3272
Muzaffarpur,2002,7.1,0.449,335.3,14.53,140.8,4.827,rice,27.1,79.33,754.7,Swarna,86.1,Canal,198,3.86,28-06-2002,22-10-2002,2987
Muzaffarpur,2003,7.05,0.451,324.7,14.58,148.7,4.961,rice,26.93,80.01,1363.8,Sharbati,70.4,Borewell,253,2.37,16-06-2003,04-10-2003,3580
Muzaffarpur,2004,7.01,0.448,319.2,14.08,144.5,4.459,rice,26.92,78.92,1113,Swarna Sub1,87.7,Canal,141,2.48,29-06-2004,01-11-2004,3321
Muzaffarpur,2005,7.04,0.435,321.8,15.28,141.1,4.592,rice,27.7,75.64,944.1,Sharbati,83.3,Rainfed,163,1.64,30-06-2005,22-10-2005,3187
Muzaffarpur,2006,7.02,0.433,311.8,14.74,145.2,5.033,rice,27.48,78.78,1038,IR64,71.5,Canal,200,4.45,28-06-2006,02-11-2006,3208
Muzaffarpur,2007,7.01,0.415,324.1,15.48,140.6,4.859,rice,27.36,79.95,1598.9,Swarna Sub1,60.3,Rainfed,200,3.35,22-06-2007,28-10-2007,3587
Muzaffarpur,2008,6.98,0.422,313.6,13.2,137.6,4.745,rice,27.17,80.58,1383.4,IR64,73.4,Canal,161,4.47,16-06-2008,10-10-2008,3421
Muzaffarpur,2009,6.97,0.404,322,16.29,135.3,4.691,rice,27.85,75.59,1082.5,Swarna,78.6,Rainfed,169,1.64,29-06-2009,31-10-2009,3158
Muzaffarpur,2010,6.95,0.433,307,14.73,129.3,4.632,rice,28.15,77.66,1002.8,Swarna Sub1,64.4,Canal,231,4.94,23-06-2010,25-10-2010,3245
Muzaffarpur,2011,6.93,0.433,332.1,15.04,132.9,5.226,rice,27.42,78.72,1274.1,Sharbati,78.1,Canal,206,3.99,20-06-2011,13-10-2011,3460
Muzaffarpur,2012,6.91,0.421,306,15.92,142.1,5.178,rice,27.68,74.73,1075.3,Sharbati,63,Borewell,143,1.99,26-06-2012,28-10-2012,2993
Muzaffarpur,2013,6.87,0.448,323.3,15.56,127.4,5.084,rice,26.97,80.55,1072,Swarna,63.2,Borewell,194,4.4,23-06-2013,16-10-2013,3202
Muzaffarpur,2014,6.93,0.44,330.4,14.42,134.9,4.733,rice,27.25,79.63,982.8,Swarna,76.2,Rainfed,163,3.02,20-06-2014,08-10-2014,3380
Muzaffarpur,2015,6.84,0.456,337.3,14.59,141.6,4.826,rice,28.07,75.95,922,Sona Masuri,88.2,Rainfed,192,4.07,15-06-2015,07-10-2015,3183
Muzaffarpur,2016,6.9,0.448,323.2,16.11,140.2,5.218,rice,27.61,79.3,1354.7,MTU-1010,63.1,Rainfed,175,4.7,26-06-2016,16-10-2016,3431
